#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -5.72519     0.00968341        4127.75      30
#indices  rapidity(ita)            phi             pt
   21597       0.399694        1.56308        80.1113
   21631         5.7567        1.82304        1.01213
   21130        5.76599        1.56256        211.007
   21475        5.76233        1.56179        22.0009
   20507       0.367183        1.58744        7.73339
   20872       0.315743        1.56859        64.4922
   21488       0.185859        1.09904      0.0701105
   22330       0.260386         1.1592        24.0048
   20346        2.76546        1.24446        13.2476
   20415        2.83123        1.25434        136.793
   20917       0.106025        1.38462        2.31244
   20857      0.0701877        1.33344       0.670272
   22292      0.0113985        1.36107       0.160744
   20427     0.00349128         1.3748       0.706082
   22297     0.00101616         1.3892       0.132393
   20571        5.25218        1.14835        0.11494
   22020         5.2825        1.36487        22.4748
   21307      0.0597261        1.26651        1.22042
   21298     -0.0702622        1.23501       0.116647
   22321      -0.173657        1.15465      0.0175174
   20712      0.0081576        1.26413        1.71549
   21927      0.0242467        1.23565       0.533318
   20947       0.172078         1.3418        3.57287
   21292       0.122549        1.31719        2.68123
   20837      0.0342905        1.29459       0.702372
   20937      0.0114215        1.29874         2.3538
   22162    -0.00134942         1.3054        0.24729
   20995        4.11491        1.25198        23.1675
   21166        4.15662        1.32224        0.34333
   20908        1.68907         1.0844        0.13238
   22086        1.52488        1.12355        5.65392
   21458       -2.34466        1.32294       0.454605
   22055       -2.55532        1.30367         22.809
   21751        2.45195        1.88858        1.89597
   22235        5.29204        1.56591        22.0003
   20496        5.29889        1.64095        1.05756
   21486        5.34449        1.79169       0.106997
   22236        5.36028        1.94558       0.102195
   22241        5.22088        1.88299       0.117375
   21160        3.10713        1.54437        22.0077
   21435        3.09993         1.5575        22.0019
   21305        3.74667        1.51656        22.0324
   21380        7.14284        1.53961        22.0107
   21758        7.09808        1.57825       0.667488
   21293         2.2978        1.49817       0.418194
   20630        5.37189        1.56558        22.0003
   21931        5.38913        1.62414       0.964866
   21205        4.45115        1.56654        22.0002
   21536        4.53604        1.70031        2.52187
   20430        3.60976        1.52864        22.0196
   22125        3.58947        1.56283        22.0007
   21491        3.69715        1.72305         7.1409
   20893        3.95742        1.87513        3.53053
   21278         3.6184        1.94918       0.645765
   20656        3.83716        2.05729       0.450275
   21996         3.7384         2.0821       0.516832
   21720       -5.83772        1.41338        213.642
   22043       -5.85156        1.38827        0.14002
   22233        1.38473        1.48426       0.752743
   21928        1.12377        1.30952       0.200841
   21343       -4.05009        1.39662       0.107997
   22195       -4.06892        1.41221        22.2796
   21018       -5.73699        1.29517        0.10796
   21175       -5.73391        1.37095        22.4468
   20763      -0.851531        1.38562        1.68403
   21048      -0.764299        1.44484       0.204555
   20610        5.15621        1.39012         22.364
   20631         5.2097        1.33651       0.113527
   20432     -0.0235085         1.4271        4.84218
   20922     -0.0239692        1.39787        5.04782
   21015        5.21632        1.49298         211.64
   21936        5.15751         1.5392        1.20927
   22076        6.06737        1.54512      0.0516427
   22165        6.11484        1.53908        22.0111
   20871        4.79748        1.72878       0.183418
   21415        4.82228        1.53382        22.0151
   20963       -1.71086        1.28309       0.576528
   21408       -1.75106        1.37159       0.820071
   21403       -1.77936        1.47605       0.109313
   20511        7.56958        1.22933      0.0113603
   21740        7.62012        1.42326        131.428
   20416       -3.11479         1.2529         9.3041
   20518        3.35238        1.16867      0.0384076
   21850        3.32076        1.22793        23.3597
   21140       -2.57179        1.17844        23.8092
   20721       -5.64763        1.34054        1.13427
   22060        -5.5991         1.3673        22.4635
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0      -0.847545       0.790362        2887.74      27
#indices  rapidity(ita)            phi             pt
   22334       -1.53853       0.826347        29.9132
   22590       -1.67653       0.785398        113.504
   23130       -1.09458       0.785416        65.4751
   22595       -1.24151       0.785418        61.0128
   22732       -1.43633       0.488564        1.37743
   22930       -1.25987       0.785405        77.2837
   22985      -0.444353       0.785525        34.2784
   23190      -0.641945       0.794222        5.86862
   22560       0.248513       0.785455        270.767
   22980       0.193168        0.78556        18.0903
   22861      0.0288949       0.656137       0.524578
   22636     0.00208393       0.782844      0.0452285
   22501     0.00385128       0.690866      0.0539195
   22886     0.00854949       0.717252       0.172979
   22935       -2.81894       0.785437        389.463
   22380       -3.07112       0.801166        9.68398
   22790       -3.03934        0.78651        10.0995
   22345       -4.21281       0.792733         3.1181
   22559       -4.28257       0.860883        278.211
   23058       0.202057        0.42383        24.1355
   22631     0.00119767        0.50526         0.1882
   22466     0.00417965       0.282129      0.0271096
   22511   -0.000750127       0.356961      0.0386241
   22370       0.365002       0.785399        1464.01
   22950       0.630177       0.785995        11.7216
   22485       0.491374       0.851258         13.653
   22840       0.455432       0.791867        7.46925
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0      -0.996191        2.35619        5770.63       4
#indices  rapidity(ita)            phi             pt
   23766       -1.03879        2.16672      0.0750741
   23884      -0.993493        2.35619        351.022
   23304      -0.880535        2.35619        5335.89
   23679      -0.924878        2.35619        83.6432
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0      -0.441478       0.799921        3107.71      10
#indices  rapidity(ita)            phi             pt
   24367        4.26752       0.876547        28.6259
   24538        4.24711       0.801806       0.314566
   24177        1.52999       0.892145        28.2624
   24498         1.6165       0.785429        4.36141
   24083      -0.291638       0.785398        2826.68
